report_id,title,class_rating,county,event_date,latitude,longitude,summary,terrain_roughness_score
29170,Report 29170: Man hears strange calls while hiking near swamp at Wallace Falls State Park,Class B,Snohomish County,2011-04-26,47.90079,-121.6692,Report 29170: Man hears strange calls while hiking near swamp at Wallace Falls State Park,1.0
29303,Report 29303: Man and dog enjoying the evening on a river have rocks thrown toward them near Yelm,Class B,Pierce County,2011-05-20,46.97441,-122.6317,Report 29303: Man and dog enjoying the evening on a river have rocks thrown toward them near Yelm,0.477
29700,Report 29700: Salmon surveyor has unusual experience near confluence of Fall River and Boss Creek,Class B,Pacific County,2001-04-20,46.71103,-123.4013,Report 29700: Salmon surveyor has unusual experience near confluence of Fall River and Boss Creek,0.193
29975,Report 29975: Woman recalls driving at night and feeling her car get shoved by a large biped near Steilacoom,Class B,Pierce County,1993-04-15,47.147,-122.6028,Report 29975: Woman recalls driving at night and feeling her car get shoved by a large biped near Steilacoom,0.028
30459,Report 30459: Campers record strange evening and morning vocalizations near Salmon Meadows,Class B,Okanogan County,2011-08-17,48.6584,-119.8428,Report 30459: Campers record strange evening and morning vocalizations near Salmon Meadows,0.52
30670,Report 30670: Night time foot race with an unseen animal near Woodinville,Class B,Snohomish County,2009-07-06,47.7925,-122.1676,Report 30670: Night time foot race with an unseen animal near Woodinville,0.079
31052,Report 31052: Driver observes two dark figures on the roadside near Rainy Pass,Class B,Skagit County,2011-11-09,48.58177,-120.8032,Report 31052: Driver observes two dark figures on the roadside near Rainy Pass,0.306
31427,Report 31427: Memory of a possible night-time sighting as a youth playing 'Hide and Go Seek' in Holden Village,Class B,Chelan County,1978-08-15,48.19984,-120.7744,Report 31427: Memory of a possible night-time sighting as a youth playing 'Hide and Go Seek' in Holden Village,1.0
31749,Report 31749: Vigorous wood knocking and vocalizations unnerve a backpacker near Packwood.,Class B,Lewis County,2011-07-03,46.68102,-121.6014,Report 31749: Vigorous wood knocking and vocalizations unnerve a backpacker near Packwood.,1.0
32696,Report 32696: Rural resident records audio and photographs snow trackway near Cinebar,Class B,Lewis County,2012-01-22,46.59632,-122.5308,Report 32696: Rural resident records audio and photographs snow trackway near Cinebar,0.307
33793,Report 33793: Memory told of hearing possible daytime knocking while working as a Fire Guard in the Pasayten Wilderness,Class B,Okanogan County,1949-09-15,48.9651,-120.5949,Report 33793: Memory told of hearing possible daytime knocking while working as a Fire Guard in the Pasayten Wilderness,1.0
33867,Report 33867: Memory told of a possible encounter while fishing near Salkum,Class B,Cowlitz County,1981-05-15,46.48508,-122.7372,Report 33867: Memory told of a possible encounter while fishing near Salkum,0.564
34479,Report 34479: Woman walking dogs hears possible vocalizations and knocks in Marymoor Park,Class B,King County,2007-03-15,47.6633,-122.1253,Report 34479: Woman walking dogs hears possible vocalizations and knocks in Marymoor Park,0.009
35669,Report 35669: Possible rock throwing incident while taking photos off of Hwy. 109 near Pacific Beach,Class B,Grays Harbor County,2012-06-02,47.19006,-124.199,Report 35669: Possible rock throwing incident while taking photos off of Hwy. 109 near Pacific Beach,0.222
36310,"Report 36310: Family has frequent visits by someone they call the ""Screaming Man"" near Ashford",Class B,Pierce County,2012-05-18,46.75953,-122.0246,"Report 36310: Family has frequent visits by someone they call the ""Screaming Man"" near Ashford",1.0
36618,Report 36618: Loud late night stomping frightens backpackers near Echo Lake,Class B,Pierce County,2012-10-07,47.04433,-121.4234,Report 36618: Loud late night stomping frightens backpackers near Echo Lake,0.559
36647,Report 36647: Campers disturbed by approaching vocalizations and unseen visitor off the Mtn. Loop Highway,Class B,Snohomish County,2012-08-25,48.04725,-121.4469,Report 36647: Campers disturbed by approaching vocalizations and unseen visitor off the Mtn. Loop Highway,1.0
36726,Report 36726: Possible nighttime encounter at a couple's campsite near Plain,Class B,Chelan County,2012-09-22,47.83843,-120.55,Report 36726: Possible nighttime encounter at a couple's campsite near Plain,1.0
37307,Report 37307: Rocks thrown at two hikers on Heather Lake Trail,Class B,Snohomish County,2000-09-02,48.0744,-121.7915,Report 37307: Rocks thrown at two hikers on Heather Lake Trail,1.0
38013,Report 38013: Man recalls seeing an unknown animal walking along Hwy. 97,Class B,Kittitas County,1995-12-15,44.83931,-120.5688,Report 38013: Man recalls seeing an unknown animal walking along Hwy. 97,1.0
38046,"Report 38046: A loud, unknown vocalization startles solo hiker on shore of Goat Lake",Class B,Snohomish County,2008-09-13,48.02073,-121.3552,"Report 38046: A loud, unknown vocalization startles solo hiker on shore of Goat Lake",1.0
38413,Report 38413: Homeowner hears unusual vocalizations in his backyard near Orting,Class B,Pierce County,2012-10-15,47.06045,-122.157,Report 38413: Homeowner hears unusual vocalizations in his backyard near Orting,0.483
39610,Report 39610: Fisherman experiences possible daytime activity three consecutive trips near Conconully,Class B,Okanogan County,2012-05-02,48.57806,-119.6985,Report 39610: Fisherman experiences possible daytime activity three consecutive trips near Conconully,1.0
39858,Report 39858: Memory told of a possible nighttime sighting outside a home in Granite Falls,Class B,Snohomish County,1971-10-15,48.0835,-121.9683,Report 39858: Memory told of a possible nighttime sighting outside a home in Granite Falls,0.078
40378,Report 40378: Fishermen recount having large rocks thrown at them while fishing Steelhead on the Duckabush River,Class B,Jefferson County,1982-01-23,47.6653,-122.9714,Report 40378: Fishermen recount having large rocks thrown at them while fishing Steelhead on the Duckabush River,0.584
41111,Report 41111: Woman standing on her elevated deck is approached from underneath by something large near Ocean Shores,Class B,Grays Harbor County,2009-07-26,46.96189,-124.1692,Report 41111: Woman standing on her elevated deck is approached from underneath by something large near Ocean Shores,0.006
41825,Report 41825: Bear hunter unnerved by thrashing in the bushes by unseen animal near Verlot,Class B,Snohomish County,2013-08-07,48.10892,-121.5186,Report 41825: Bear hunter unnerved by thrashing in the bushes by unseen animal near Verlot,1.0
42304,Report 42304: Camper photographs possible footprints at Lena Lake in the Buckhorn Wilderness,Class B,Jefferson County,2013-09-21,47.61922,-123.1592,Report 42304: Camper photographs possible footprints at Lena Lake in the Buckhorn Wilderness,1.0
42408,Report 42408: Elk Hunter recalls observing what he thought was another hunter near Lake Quinault,Class B,Jefferson County,1982-11-15,47.49367,-123.8859,Report 42408: Elk Hunter recalls observing what he thought was another hunter near Lake Quinault,1.0
43757,Report 43757: Rocks and growls spook carpenters working at a home with ongoing activity near Stanwood,Class B,Snohomish County,2013-11-20,48.27656,-122.2138,Report 43757: Rocks and growls spook carpenters working at a home with ongoing activity near Stanwood,0.323
43823,Report 43823: Lifelong hunter and fisherman has possible vocalization experiences near Packwood,Class B,Lewis County,1998-11-07,46.46447,-121.5314,Report 43823: Lifelong hunter and fisherman has possible vocalization experiences near Packwood,1.0
43859,Report 43859: Horse trainer hears frightening vocalizations near Shelton,Class B,Mason County,2014-01-15,47.12015,-123.0865,Report 43859: Horse trainer hears frightening vocalizations near Shelton,0.566
43911,Report 43911: Memory told of screaming creature terrifying campers at Gold Basin Campground along the Mountain Loop Highway,Class B,Snohomish County,1974-09-15,48.07834,-121.7363,Report 43911: Memory told of screaming creature terrifying campers at Gold Basin Campground along the Mountain Loop Highway,0.464
44489,Report 44489: Witness recalls unknown animal seen crossing road near Snohomish,Class B,Snohomish County,2003-07-01,47.8465,-122.1357,Report 44489: Witness recalls unknown animal seen crossing road near Snohomish,0.06
44946,Report 44946: Couple awakened by very loud howls near Maple Valley,Class B,King County,2014-05-02,47.34072,-122.0775,Report 44946: Couple awakened by very loud howls near Maple Valley,0.166
45360,Report 45360: Campers sleeping inside their tent hear clacking and are touched near Bumping Lake,Class B,Yakima County,2014-06-08,46.85524,-121.3034,Report 45360: Campers sleeping inside their tent hear clacking and are touched near Bumping Lake,0.173
45726,Report 45726: Dirt bike riders hear possible knocks north of Lake Wenatchee,Class B,Chelan County,2014-06-22,47.85691,-120.6502,Report 45726: Dirt bike riders hear possible knocks north of Lake Wenatchee,0.912
46477,Report 46477: For two nights campers are scared by loud vocalizations near Brinnon,Class B,Jefferson County,2014-09-08,47.67304,-122.941,Report 46477: For two nights campers are scared by loud vocalizations near Brinnon,0.88
46520,Report 46520: Homeowner has possible encounter while in his yard near Ocean Shores,Class B,Grays Harbor County,2014-03-15,46.96114,-124.1526,Report 46520: Homeowner has possible encounter while in his yard near Ocean Shores,0.02
46546,"Report 46546: Mother and son, while backpacking, experience a possible night-time camp approach near Natches",Class B,Yakima County,2014-09-15,46.73581,-121.3201,"Report 46546: Mother and son, while backpacking, experience a possible night-time camp approach near Natches",1.0
46769,Report 46769: Mushroom picking couple scared out of a forest near Wilkeson,Class B,Pierce County,2014-10-08,47.1352,-122.0669,Report 46769: Mushroom picking couple scared out of a forest near Wilkeson,0.349
46809,Report 46809: Possible tracks photographed by an LEO hiking North of Loup Loup Pass,Class B,Okanogan County,2014-10-19,48.44425,-119.9417,Report 46809: Possible tracks photographed by an LEO hiking North of Loup Loup Pass,1.0
47014,"Report 47014: Hikers hear ""weird vocal exchange"" from unknowns near Lake Ann",Class B,Chelan County,2014-09-06,48.50999,-120.793,"Report 47014: Hikers hear ""weird vocal exchange"" from unknowns near Lake Ann",1.0
47035,Report 47035: Resident outside for a smoke in the early morning hours hears strange vocalizations near Spanaway,Class B,Pierce County,2014-11-07,47.03189,-122.3677,Report 47035: Resident outside for a smoke in the early morning hours hears strange vocalizations near Spanaway,0.015
47115,Report 47115: Hiker near Stevens Pass alarmed by very close and loud vocalizations of unknown origin,Class B,Snohomish County,2014-10-21,47.82636,-121.1057,Report 47115: Hiker near Stevens Pass alarmed by very close and loud vocalizations of unknown origin,1.0
47161,Report 47161: Dark figure observed thru binoculars during an afternoon on Baker Lake near Swift Creek,Class B,Whatcom County,2014-06-14,48.43505,-121.3455,Report 47161: Dark figure observed thru binoculars during an afternoon on Baker Lake near Swift Creek,1.0
47470,Report 47470: Grouse hunters have possible late evening sighting near Mica Peak,Class B,Spokane County,2010-09-15,47.5505,-117.167,Report 47470: Grouse hunters have possible late evening sighting near Mica Peak,1.0
48652,Report 48652: Target shooter hears strange sounds (see video) and finds possible tree-breaks and prints off of the Mountain Loop Highway,Class B,Snohomish County,2015-05-09,48.13261,-121.3539,Report 48652: Target shooter hears strange sounds (see video) and finds possible tree-breaks and prints off of the Mountain Loop Highway,1.0
48777,Report 48777: Campers hear possible night-time responses near Aeneas Valley Road,Class B,Okanogan County,2015-05-23,48.64385,-119.182,Report 48777: Campers hear possible night-time responses near Aeneas Valley Road,0.538
48797,Report 48797: Men exploring logging roads hear possible knocks and a branch break near Cinebar,Class B,Lewis County,2013-06-02,46.64191,-122.4607,Report 48797: Men exploring logging roads hear possible knocks and a branch break near Cinebar,1.0
48932,Report 48932: Snowplow driver has possible night-time sighting near Coles Corner,Class B,Chelan County,2014-12-15,47.72298,-120.7219,Report 48932: Snowplow driver has possible night-time sighting near Coles Corner,1.0
49504,Report 49504: Possible evening interaction by a river west of Mazama,Class B,Okanogan County,2015-08-04,48.64185,-120.502,Report 49504: Possible evening interaction by a river west of Mazama,0.27
49869,Report 49869: Possible vocalizations heard at night in southern Eatonville,Class B,Pierce County,2014-11-20,46.86113,-122.2669,Report 49869: Possible vocalizations heard at night in southern Eatonville,0.113
50039,Report 50039: Hunter finds possible tree breaks and track near Stensgar Mountain,Class B,Stevens County,2015-09-05,48.18676,-118.0076,Report 50039: Hunter finds possible tree breaks and track near Stensgar Mountain,1.0
50160,Report 50160: Gibberish-like talking heard at a residence near DuPont,Class B,Pierce County,2012-06-01,47.09982,-122.6246,Report 50160: Gibberish-like talking heard at a residence near DuPont,0.161
50212,Report 50212: Hunters hear aggressive yells and knocks near Addy for over an hour,Class B,Stevens County,2004-10-15,48.36624,-117.9368,Report 50212: Hunters hear aggressive yells and knocks near Addy for over an hour,0.612
50659,Report 50659: Young man has several possible day-time encounters near Moses Mountain in the '70s,Class B,Okanogan County,1970-10-15,48.40859,-119.0709,Report 50659: Young man has several possible day-time encounters near Moses Mountain in the '70s,0.665
50678,Report 50678: Marines on a training mission have a possible night encounter on Fort Lewis,Class B,Pierce County,1997-06-24,46.958,-122.6755,Report 50678: Marines on a training mission have a possible night encounter on Fort Lewis,0.341
51499,Report 51499: Woman and her daughter hear strange vocalizations near Bonney Lake,Class B,Pierce County,2016-03-16,47.172,-122.1625,Report 51499: Woman and her daughter hear strange vocalizations near Bonney Lake,0.467
51753,Report 51753: Unseen visitor unnerves 3 friends with repeated stick throwing near North Bend,Class B,King County,2016-04-05,47.6016,-121.6785,Report 51753: Unseen visitor unnerves 3 friends with repeated stick throwing near North Bend,0.522
51816,Report 51816: Hunter hears possible knocks after evening meal near Smackout Creek Road.,Class B,Stevens County,2013-10-24,48.80483,-117.5853,Report 51816: Hunter hears possible knocks after evening meal near Smackout Creek Road.,0.687
55549,Report 55549: Two rock climbers hear wood knocks and footsteps in the early morning at a trailhead,Class B,Snohomish County,2016-08-10,48.1917,-121.5757,Report 55549: Two rock climbers hear wood knocks and footsteps in the early morning at a trailhead,0.643
56232,Report 56232: Possible knocks and vocalization heard from inside a home near Buckley,Class B,Pierce County,2018-04-30,47.1862,-122.1054,Report 56232: Possible knocks and vocalization heard from inside a home near Buckley,0.466
56332,Report 56332: Snowshoers find possible tracks in the Antoine Peak Conservation Area,Class B,Spokane County,2017-01-08,47.73081,-117.159,Report 56332: Snowshoers find possible tracks in the Antoine Peak Conservation Area,0.391
57182,Report 57182: Hunter hears chimp-like sounds north of the North Pass ski resort,Class B,Lewis County,2010-09-15,46.6979,-121.5094,Report 57182: Hunter hears chimp-like sounds north of the North Pass ski resort,1.0
57484,Report 57484: Camper hears possible vocalizations after dark near Cooper Lake,Class B,Kittitas County,2017-05-12,47.41704,-121.1417,Report 57484: Camper hears possible vocalizations after dark near Cooper Lake,1.0
58031,Report 58031: Recalling possible daylight sighting near Trout Lake as Mount St. Helens erupts,Class B,Klickitat County,1980-05-18,45.96384,-121.6095,Report 58031: Recalling possible daylight sighting near Trout Lake as Mount St. Helens erupts,0.147
58133,Report 58133: Early Morning Howls Awaken Campers Near Liliwaup,Class B,Mason County,2017-08-28,47.57132,-123.1586,Report 58133: Early Morning Howls Awaken Campers Near Liliwaup,1.0
58220,"Report 58220: Camper experiences possible activity, rock thrown in Kaniksu National Forest",Class B,Stevens County,2017-09-03,48.2914,-117.4546,"Report 58220: Camper experiences possible activity, rock thrown in Kaniksu National Forest",0.847
58396,"Report 58396: Hunters experience possible vocalizations, wood knocks, felled trees, over eight days in Squaw Valley",Class B,Pend Oreille County,2017-10-17,48.49398,-117.0579,"Report 58396: Hunters experience possible vocalizations, wood knocks, felled trees, over eight days in Squaw Valley",0.688
59099,Report 59099: Memory told of hearing a possible vocalization from a tent during noon storm at Goose Lake,Class B,Skamania County,1997-06-15,45.94002,-121.7582,Report 59099: Memory told of hearing a possible vocalization from a tent during noon storm at Goose Lake,1.0
59279,Report 59279: Couple has possible ongoing activity including their house trailer moved one night near Clear Lake,Class B,Skagit County,2018-04-06,48.48157,-122.1845,Report 59279: Couple has possible ongoing activity including their house trailer moved one night near Clear Lake,1.0
59331,Report 59331: Memory told of camping remote and unnerved by repeated wood knocks in the night near the town of Concrete,Class B,Skagit County,2006-08-19,48.37697,-121.8281,Report 59331: Memory told of camping remote and unnerved by repeated wood knocks in the night near the town of Concrete,1.0
60878,Report 60878: Friends camping at Cedar Lake (10mi E of Wilkeson) hear possible BF vocals,Class B,Pierce County,2018-08-19,47.073,-121.8415,Report 60878: Friends camping at Cedar Lake (10mi E of Wilkeson) hear possible BF vocals,1.0
60969,"Report 60969: Cabin builder sees upright figure, finds oily hand prints, hears possible knocks west of Newport",Class B,Stevens County,2013-07-15,48.15997,-118.0387,"Report 60969: Cabin builder sees upright figure, finds oily hand prints, hears possible knocks west of Newport",1.0
61038,Report 61038: Mother camping with her kids hears loud vocalizations from outside their tent at Joemma Beach State Park campground,Class B,Pierce County,2018-09-30,47.2255,-121.805,Report 61038: Mother camping with her kids hears loud vocalizations from outside their tent at Joemma Beach State Park campground,1.0
61157,Report 61157: Campers describe early AM approach near Coldwater Creek Campground outside Yacolt,Class B,Clark County,2018-05-25,45.77225,-122.3445,Report 61157: Campers describe early AM approach near Coldwater Creek Campground outside Yacolt,0.543
62332,"Report 62332: Morning snowmobilers hear howls, tree knocks, branch break 8mi south of Rimrock Lake",Class B,Yakima County,2018-12-31,46.51122,-121.2719,"Report 62332: Morning snowmobilers hear howls, tree knocks, branch break 8mi south of Rimrock Lake",1.0
62403,Report 62403: Mushroom picker has ongoing activity in same area over many years near Grandy Lake.,Class B,Skagit County,2018-09-15,48.56245,-121.8588,Report 62403: Mushroom picker has ongoing activity in same area over many years near Grandy Lake.,1.0
62714,Report 62714: Elk hunter reports trees being pushed over and vocalizations in the Colonel Bob Wilderness,Class B,Grays Harbor County,2018-11-03,47.44,-123.7635,Report 62714: Elk hunter reports trees being pushed over and vocalizations in the Colonel Bob Wilderness,1.0
62796,Report 62796: Snowmobilers hear wood knocks along Dry Canyon Road near Caldwell Lake.,Class B,Pend Oreille County,2018-12-15,48.65397,-117.3349,Report 62796: Snowmobilers hear wood knocks along Dry Canyon Road near Caldwell Lake.,0.912
63077,Report 63077: Camper hears Ohio howls at 4-5am near Rimrock Lake.,Class B,Yakima County,2019-06-22,46.64558,-121.2323,Report 63077: Camper hears Ohio howls at 4-5am near Rimrock Lake.,1.0
63324,"Report 63324: Campers describe sounds, rock throwing and brief sighting at dark near Wind River Work Center outside Carson",Class B,Skamania County,2019-09-01,45.80191,-121.9223,"Report 63324: Campers describe sounds, rock throwing and brief sighting at dark near Wind River Work Center outside Carson",0.393
63900,Report 63900: Possible sasquatch vocalizations at Oliver Lake in Mt. Ranier National Park,Class B,Pierce County,2021-01-15,46.9805,-121.7464,Report 63900: Possible sasquatch vocalizations at Oliver Lake in Mt. Ranier National Park,0.807
65388,Report 65388: Sasquatch snow tracks found at first seasonal entry onto Weyerhaeuser land near Vanson Lake,Class B,Lewis County,2020-04-24,46.4125,-122.182,Report 65388: Sasquatch snow tracks found at first seasonal entry onto Weyerhaeuser land near Vanson Lake,0.559
65464,Report 65464: Vocalizations near the summit of Silver Star Mountain,Class B,Skamania County,2020-05-15,45.74796,-122.2389,Report 65464: Vocalizations near the summit of Silver Star Mountain,1.0
65538,Report 65538: Tracks Reported 5/24/2020 Lewis County Washington,Class B,Lewis County,2020-05-24,46.71444,-121.5406,Report 65538: Tracks Reported 5/24/2020 Lewis County Washington,1.0
65641,Report 65641: Knocks north of Welcome along North Fork of Nooksack River,Class B,Whatcom County,2017-08-19,48.84984,-122.1455,Report 65641: Knocks north of Welcome along North Fork of Nooksack River,0.419
65650,Report 65650: Possible vocalizations on Little Si Trail outside North Bend,Class B,King County,2015-10-31,47.49488,-121.7555,Report 65650: Possible vocalizations on Little Si Trail outside North Bend,1.0
65667,"Report 65667: ""Ohio howls"" at Ozette Lake in NW corner of Olympic Pennisula",Class B,Clallam County,2020-06-30,48.11949,-124.5989,"Report 65667: ""Ohio howls"" at Ozette Lake in NW corner of Olympic Pennisula",0.304
65864,"Report 65864: Elk hunters have knock answered, hear roar vocalization, have tent slapped, north of Mt. St. Helens.",Class B,Skamania County,2016-11-07,46.33448,-122.0504,"Report 65864: Elk hunters have knock answered, hear roar vocalization, have tent slapped, north of Mt. St. Helens.",0.987
66003,Report 66003: Howls heard near Spokane River,Class B,Spokane County,2020-09-02,47.75026,-117.5152,Report 66003: Howls heard near Spokane River,0.111
66120,Report 66120: Vocals and track on Spencer Butte,Class B,Cowlitz County,2020-09-23,46.1725,-121.9305,Report 66120: Vocals and track on Spencer Butte,0.702
67407,Report 67407: Possible wood knocks heard near Marble mountain Sno-Park,Class B,Skamania County,2020-12-16,46.13657,-122.1692,Report 67407: Possible wood knocks heard near Marble mountain Sno-Park,1.0
67451,Report 67451: Possible sighting and track in the GMU 328 Naneum Unit near Ellensburg,Class B,Kittitas County,2021-01-13,47.18806,-120.554,Report 67451: Possible sighting and track in the GMU 328 Naneum Unit near Ellensburg,1.0
67472,Report 67472: Rock thrown at vehicle plus Class B sighting 5 miles north of Quilcene,Class B,Jefferson County,2020-08-20,47.89745,-122.8345,Report 67472: Rock thrown at vehicle plus Class B sighting 5 miles north of Quilcene,1.0
67585,"Report 67585: Possible sighting of a gray Bigfoot in Riverside State Park at 5 am, near Spokane.",Class B,Spokane County,2020-12-15,47.74207,-117.5302,"Report 67585: Possible sighting of a gray Bigfoot in Riverside State Park at 5 am, near Spokane.",0.191
67619,"Report 67619: Retired wildlife biologist reports gravel thrown at truck, a vocalization and wood knocks on Radar Dome, near Colville.",Class B,Stevens County,2020-10-17,48.57989,-117.5888,"Report 67619: Retired wildlife biologist reports gravel thrown at truck, a vocalization and wood knocks on Radar Dome, near Colville.",1.0
69049,Report 69049: Cabin renters report wood knocks and rock throwing near Leavenworth,Class B,Chelan County,2021-05-21,47.64581,-120.607,Report 69049: Cabin renters report wood knocks and rock throwing near Leavenworth,1.0
69110,Report 69110: Possible Vocalizations Near Silver Lake,Class B,Pierce County,2021-05-04,46.8683,-122.3874,Report 69110: Possible Vocalizations Near Silver Lake,0.113
69270,"Report 69270: Possible Sasquatch howls north of Leavenworth, east of Lake Wenatchee",Class B,Chelan County,2021-05-31,47.79538,-120.6295,"Report 69270: Possible Sasquatch howls north of Leavenworth, east of Lake Wenatchee",1.0
69553,Report 69553: Possible encounter in darkness outside Cle Elem,Class B,Kittitas County,2021-08-27,47.21551,-120.9383,Report 69553: Possible encounter in darkness outside Cle Elem,1.0
70737,Report 70737: Heavy thuds and distinct rock clacking north of Teanaway Butte (Wenatchee NF),Class B,Kittitas County,2021-10-15,47.34432,-120.9477,Report 70737: Heavy thuds and distinct rock clacking north of Teanaway Butte (Wenatchee NF),1.0
72040,Report 72040: Possible sighting of a Sasquatch crossing Interstate 5 at north end of Centralia,Class B,Lewis County,2021-12-27,46.76017,-122.9896,Report 72040: Possible sighting of a Sasquatch crossing Interstate 5 at north end of Centralia,0.835
74644,Report 74644: GOOD SPOT: Campers describe encounter on Box Canyon Creek outside CleElum,Class B,Kittitas County,2020-07-15,47.38253,-121.2636,Report 74644: GOOD SPOT: Campers describe encounter on Box Canyon Creek outside CleElum,1.0
74646,"Report 74646: Recent activity heard over three nights at a cabin, near Plain.",Class B,Chelan County,2022-06-20,47.76061,-120.6681,"Report 74646: Recent activity heard over three nights at a cabin, near Plain.",0.219
74793,Report 74793: RECENT (GOOD BET for a one-nighter): Whoops and knocks heard at Forlorn Lakes,Class B,Skamania County,2022-08-05,45.96282,-121.7346,Report 74793: RECENT (GOOD BET for a one-nighter): Whoops and knocks heard at Forlorn Lakes,0.122
74973,"Report 74973: ""Ohio howls"" heard by campers 7 miles west Trout Lake (the town)",Class B,Skamania County,2020-07-24,45.967,-121.6625,"Report 74973: ""Ohio howls"" heard by campers 7 miles west Trout Lake (the town)",0.13
75933,Report 75933: Hikers report possible sasquatch vocals + stalking in center of Harstine Island,Class B,Mason County,2023-05-28,47.256,-122.8915,Report 75933: Hikers report possible sasquatch vocals + stalking in center of Harstine Island,0.099
76065,"Report 76065: Wood knock heard from Merrill Lake Campground, 3 miles north of Cougar",Class B,Cowlitz County,2023-05-14,46.09435,-122.3251,"Report 76065: Wood knock heard from Merrill Lake Campground, 3 miles north of Cougar",0.238
76858,"Report 76858: COWLITZ RIVER CLUSTER: Picnicking family finds 17"" footprint 3.5 miles (crow) SE of Packwood",Class B,Lewis County,2020-07-24,46.5651,-121.6376,"Report 76858: COWLITZ RIVER CLUSTER: Picnicking family finds 17"" footprint 3.5 miles (crow) SE of Packwood",1.0
77110,Report 77110: Young man walking home at 1:30am reports stalking and tree shaking near Deschutes River in Vail,Class B,Thurston County,2011-10-06,46.84811,-122.6649,Report 77110: Young man walking home at 1:30am reports stalking and tree shaking near Deschutes River in Vail,0.05
77373,Report 77373: IMPORTANT LOCATION: Two days hikers hear a series of menacing tree pushovers at Cub Lake - 5mi east of Lake Chelan,Class B,Chelan County,1985-07-31,48.20057,-120.4225,Report 77373: IMPORTANT LOCATION: Two days hikers hear a series of menacing tree pushovers at Cub Lake - 5mi east of Lake Chelan,1.0
77561,Report 77561: RARE INSTANCE OF PHYSICAL CONTACT BY A SASQUATCH: Lady inside tent grabbed momentarily through tent.,Class B,Clallam County,2024-07-04,48.05184,-124.2141,Report 77561: RARE INSTANCE OF PHYSICAL CONTACT BY A SASQUATCH: Lady inside tent grabbed momentarily through tent.,0.094
77950,"Report 77950: Climber reports bigfoot-type knock sounds near summit of Hex Mtn, 10 miles NW of Cle Elum",Class B,Kittitas County,2024-03-25,47.32101,-121.0649,"Report 77950: Climber reports bigfoot-type knock sounds near summit of Hex Mtn, 10 miles NW of Cle Elum",1.0
78558,Report 78558: Man and his son hunting elk have an encounter with a possible sasquatch near Packwood,Class B,Lewis County,2014-11-08,46.58931,-121.6146,Report 78558: Man and his son hunting elk have an encounter with a possible sasquatch near Packwood,0.413
78916,Report 78916: YESTERDAY (!!!): Bigfoot knocks (from multiple creatures) near Port Townsend,Class B,Jefferson County,2025-07-21,48.07229,-122.7963,Report 78916: YESTERDAY (!!!): Bigfoot knocks (from multiple creatures) near Port Townsend,0.135
78974,Report 78974: Man fishing is the target of a rock thrower near Lake Wenatchee,Class B,Chelan County,1990-10-13,47.81133,-120.713,Report 78974: Man fishing is the target of a rock thrower near Lake Wenatchee,0.133
1432,Report 1432: Someone or something walks by house and peers from around a tree,Class B,Barron County,1976-07-10,45.5258,-91.87774,Report 1432: Someone or something walks by house and peers from around a tree,0.167
2797,Report 2797: Tracks found in snow &amp; photos taken,Class B,Marinette County,1999-02-18,45.43522,-88.12464,Report 2797: Tracks found in snow &amp; photos taken,0.058
4761,Report 4761: Rainy night sighting near Dodgeville.,Class B,Iowa County,1994-10-15,43.06171,-90.1687,Report 4761: Rainy night sighting near Dodgeville.,0.2
4789,Report 4789: Tree top snaps off while man casts suspected sasquatch track near by,Class B,Burnett County,2002-08-19,46.05229,-92.30575,Report 4789: Tree top snaps off while man casts suspected sasquatch track near by,0.043
5516,Report 5516: Large hairy figure observed at Willow Reservoir.,Class B,Oneida County,2001-07-15,45.7264,-89.8741,Report 5516: Large hairy figure observed at Willow Reservoir.,0.014
8435,Report 8435: Incidents around a cabin near Grantsburg,Class B,Burnett County,1985-10-01,45.776,-92.683,Report 8435: Incidents around a cabin near Grantsburg,0.19
9295,"Report 9295: Possible sighting by child, and other incidents near Menomonee Falls",Class B,Waukesha County,1997-08-15,43.1575,-88.1255,"Report 9295: Possible sighting by child, and other incidents near Menomonee Falls",0.051
9717,"Report 9717: Man hears footsteps, inexplicable noise in Vilas County",Class B,Vilas County,2001-10-15,46.0484,-89.66195,"Report 9717: Man hears footsteps, inexplicable noise in Vilas County",0.104
9980,Report 9980: Family hears vocalizations and finds footprints near Park Falls,Class B,Price County,2005-01-06,45.94,-90.46,Report 9980: Family hears vocalizations and finds footprints near Park Falls,0.041
10609,Report 10609: Hiker finds large footprints in Northern Highlands State Forest.,Class B,Vilas County,1991-07-20,45.9555,-89.7384,Report 10609: Hiker finds large footprints in Northern Highlands State Forest.,0.079
11026,Report 11026: Possible vocalizations heard by deer hunter in the Chequamegon National Forest,Class B,Bayfield County,2004-11-16,46.6425,-91.1713,Report 11026: Possible vocalizations heard by deer hunter in the Chequamegon National Forest,0.24
14987,Report 14987: Family in a camper describes stalking outside town of Hatfield,Class B,Clark County,2004-04-15,44.4723,-90.7167,Report 14987: Family in a camper describes stalking outside town of Hatfield,0.102
16564,Report 16564: Deer carcass nabbed from pickup truck in Erin (Hwy 167 at Station Way),Class B,Washington County,2006-11-09,43.251,-88.3245,Report 16564: Deer carcass nabbed from pickup truck in Erin (Hwy 167 at Station Way),0.165
